condition,seed,basin,NSE
C_graph_messages,42,02143040,0.5264545437464241
C_graph_messages,42,02149000,0.3266218091170548
C_graph_messages,42,02152100,0.4303716738767502
C_graph_messages,42,02177000,0.5441980209849305
C_graph_messages,42,02178400,0.6026364630568907
C_graph_messages,42,03010655,0.6629319141452378
C_graph_messages,42,03011800,0.6513246150111335
C_graph_messages,42,03015500,0.6743683183370308
C_graph_messages,42,03021350,0.5332492544843093
C_graph_messages,42,03026500,0.6860654706946463
C_graph_messages,42,03028000,0.7137372514464926
C_graph_messages,42,03049000,0.713724862824751
C_graph_messages,42,03049800,0.4831105549996606
C_graph_messages,42,03050000,0.7320364669220154
C_graph_messages,42,03066000,0.7233414910572429
C_graph_messages,42,03069500,0.7663888311325364
C_graph_messages,42,03070500,0.7465443113184013
C_graph_messages,42,03076600,0.6831449820932116
C_graph_messages,42,03078000,0.7065683197960695
C_graph_messages,42,03140000,0.6492666343433557
C_graph_messages,42,03144000,0.6300982151322121
C_graph_messages,42,03159540,0.7131645739590199
C_graph_messages,42,03161000,0.6038802460889382
C_graph_messages,42,03164000,0.529400158087252
C_graph_messages,42,03165000,0.6148720031736841
C_graph_messages,42,03170000,0.5532396810810334
C_graph_messages,42,03173000,0.3413556976005623
C_graph_messages,42,03180500,0.7338305386999602
C_graph_messages,42,03182500,0.7217539695589645
C_graph_messages,42,03186500,0.7245869154056501
C_graph_messages,42,03187500,0.6820246020695742
C_graph_messages,42,03213700,0.5633380109587833
C_graph_messages,42,03237280,0.4958118553054584
C_graph_messages,42,03237500,0.5866401743410576
C_graph_messages,42,03238500,0.6053493179910646
C_graph_messages,42,03241500,0.7282702764225968
C_graph_messages,42,03439000,0.5997288577934782
C_graph_messages,42,03450000,0.5391351230324226
C_graph_messages,42,03455500,0.4907854913654833
C_graph_messages,42,03456500,0.5525619012744261
C_graph_messages,42,03460000,0.2922578484019412
C_graph_messages,42,03463300,0.661693275716799
C_graph_messages,42,03471500,0.2864003748189458
C_graph_messages,42,03473000,0.5215842718337382
C_graph_messages,42,03479000,0.4444105216324844
C_graph_messages,42,03488000,0.4322698803089289
C_graph_messages,42,03498500,0.6558540589742301
C_graph_messages,42,03500000,0.6048144211826716
C_graph_messages,42,03500240,0.4164297922601235
C_graph_messages,42,03504000,0.607037689971158
C_graph_messages,42,04105700,0.3629858484563706
C_graph_messages,42,04115265,0.5680621680956695
C_graph_messages,42,04122200,0.4857209868857332
C_graph_messages,42,04185000,0.4486888553900598
C_graph_messages,42,04196800,0.6415014803471015
C_graph_messages,42,04197100,0.6818457088814254
C_graph_messages,42,04197170,0.5446940820429036
C_graph_messages,42,04213000,0.5928647112703547
C_graph_messages,42,04213075,0.2302203671763282
C_graph_messages,42,04216418,0.4971757834335679
C_graph_messages,42,04221000,0.6353474889841532
C_graph_messages,42,04224775,0.5249403242204683
C_graph_messages,42,04233000,0.578130183325261
C_graph_messages,42,04256000,0.7246304791145224
C_graph_messages,42,04296000,0.593008838886421
