seed,basin,A_baseline,B_topology_features,C_graph_messages,B_minus_A,C_minus_A,C_minus_B
42,03010655,0.8219851106405258,0.6835327599071398,0.6629319141452378,-0.13845235073338602,-0.15905319649528804,-0.02060084576190202
42,03011800,0.72829669713974,0.6404021812859485,0.6513246150111335,-0.08789451585379149,-0.07697208212860651,0.010922433725184977
42,03015500,0.7933231741189957,0.6877708932564912,0.6743683183370308,-0.10555228086250446,-0.11895485578196485,-0.013402574919460397
42,03021350,0.6888746321201324,0.5414821020053427,0.5332492544843093,-0.1473925301147897,-0.15562537763582318,-0.008232847521033482
42,03026500,0.7667397707700729,0.6874666835407438,0.6860654706946463,-0.07927308722932913,-0.08067430007542664,-0.0014012128460975104
42,03028000,0.7720380872488022,0.7145690051076705,0.7137372514464926,-0.05746908214113167,-0.0583008358023096,-0.0008317536611779364
42,03049000,0.6854695677757263,0.7322783845862648,0.713724862824751,0.0468088168105385,0.028255295049024687,-0.018553521761513814
42,03049800,0.4650964736938476,0.5438371925715707,0.4831105549996606,0.0787407188777231,0.018014081305813,-0.0607266375719101
42,03050000,0.8081352561712265,0.7447450947680325,0.7320364669220154,-0.06339016140319398,-0.0760987892492111,-0.012708627846017118
42,03066000,0.6959387958049774,0.7120618159630483,0.7233414910572429,0.016123020158070878,0.027402695252265463,0.011279675094194586
42,03069500,0.8395954668521881,0.769393989207005,0.7663888311325364,-0.07020147764518314,-0.07320663571965169,-0.00300515807446855
42,03070500,0.7757079899311066,0.7675660046726629,0.7465443113184013,-0.008141985258443674,-0.0291636786127053,-0.021021693354261628
42,03076600,0.6662947833538055,0.7023782237015641,0.6831449820932116,0.036083440347758566,0.016850198739406075,-0.01923324160835249
42,03078000,0.724259078502655,0.7301418644332969,0.7065683197960695,0.005882785930641843,-0.01769075870658554,-0.023573544637227384
42,03140000,0.7419878840446472,0.6882366764462415,0.6492666343433557,-0.05375120759840568,-0.09272124970129147,-0.038970042102885794
42,03144000,0.8046303540468216,0.6922694372482772,0.6300982151322121,-0.11236091679854443,-0.1745321389146095,-0.06217122211606507
42,03159540,0.7450926601886749,0.7283827965056477,0.7131645739590199,-0.016709863683027182,-0.03192808622965504,-0.015218222546627858
42,03161000,0.7108269929885864,0.6226074232809052,0.6038802460889382,-0.08821956970768119,-0.10694674689964823,-0.018727177191967037
42,03164000,0.7132998406887054,0.5404095260047861,0.529400158087252,-0.17289031468391935,-0.1838996826014534,-0.011009367917534041
42,03165000,0.4933673143386841,0.6974241301457083,0.6148720031736841,0.20405681580702417,0.12150468883499999,-0.08255212697202419
42,03170000,0.7193010151386261,0.7372517906432,0.5532396810810334,0.017950775504573913,-0.1660613340575927,-0.18401210956216663
42,03173000,0.6709279716014862,0.5179064661032311,0.3413556976005623,-0.1530215054982551,-0.3295722740009239,-0.17655076850266882
42,03180500,0.7916303128004074,0.7485485807014245,0.7338305386999602,-0.04308173209898292,-0.05779977410044723,-0.014718042001464315
42,03182500,0.7620920836925507,0.7206435203643443,0.7217539695589645,-0.041448563328206345,-0.04033811413358612,0.0011104491946202222
42,03186500,0.753152072429657,0.7036907929824683,0.7245869154056501,-0.0494612794471887,-0.02856515702400686,0.02089612242318184
42,03187500,0.7843013405799866,0.7427984055261054,0.6820246020695742,-0.04150293505388114,-0.10227673851041241,-0.06077380345653127
42,03213700,0.7471485435962677,0.6140845277178667,0.5633380109587833,-0.133064015878401,-0.18381053263748437,-0.05074651675908337
42,03237280,0.4995501637458801,0.5366966254802983,0.4958118553054584,0.03714646173441816,-0.0037383084404217226,-0.04088477017483988
42,03237500,0.6101970076560974,0.5879229275275324,0.5866401743410576,-0.02227408012856502,-0.02355683331503977,-0.00128275318647475
