condition,seed,basin,metric,value
L,13,01350140,KGE,0.6059497513844125
L,13,01350140,logNSE,0.7792706780785985
L,13,01365000,NSE,0.73878595100803
L,13,01365000,KGE,0.7211564078132946
L,13,01365000,logNSE,0.7872203528742909
L,13,01411300,NSE,-0.18768332059978476
L,13,01411300,KGE,0.378090373857641
L,13,01411300,logNSE,0.6073681051856192
L,13,01413500,NSE,0.5472052337748076
L,13,01413500,KGE,0.6803154720253062
L,13,01413500,logNSE,0.7866738026041893
L,13,01414500,NSE,0.5662833254201471
L,13,01414500,KGE,0.751728327236013
L,13,01414500,logNSE,0.7059767374770696
L,13,01415000,NSE,0.4987460258830865
L,13,01415000,KGE,0.7366711301717674
L,13,01415000,logNSE,0.7683439518956665
L,13,01423000,NSE,0.8023601171621844
L,13,01423000,KGE,0.8730229617293832
L,13,01423000,logNSE,0.855273519131483
L,13,01434025,NSE,0.5974581277415856
L,13,01434025,KGE,0.6436519126854698
L,13,01434025,logNSE,0.7815949184981097
L,13,01435000,NSE,0.7241170814407649
L,13,01435000,KGE,0.8066223347412566
L,13,01435000,logNSE,0.8369139389886139
L,13,01439500,NSE,0.7671607365227382
L,13,01439500,KGE,0.804323168320145
L,13,01439500,logNSE,0.8125011497307486
L,13,01440000,NSE,0.7489852895537692
L,13,01440000,KGE,0.8741009876642652
L,13,01440000,logNSE,0.869870226330895
L,13,01440400,NSE,0.6049306905420437
L,13,01440400,KGE,0.5797406470583972
L,13,01440400,logNSE,0.8030528539021395
L,13,01451800,NSE,0.7661996424457046
L,13,01451800,KGE,0.8514553070250006
L,13,01451800,logNSE,0.7528349341070528
L,13,01466500,NSE,0.20443026280495535
L,13,01466500,KGE,0.6148281510710243
L,13,01466500,logNSE,0.5017972770743291
L,13,01484100,NSE,0.3389836907431345
L,13,01484100,KGE,0.6697902092075232
L,13,01484100,logNSE,0.3562872939053694
